id,name,price,vehicle_make,vehicle_model,year_range,brand_id,category_id,subcategory_id,engine_size,oem_part_number,description,product_url,image_url,created_at,updated_at
2508,Mitsubishi Demio Alternators,115578.85,Mitsubishi,Demio,2020-2024,4,5,23,2.0L,MIT-95313,"High-quality Mitsubishi Demio Alternators for Mitsubishi Demio, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-demio-alternators,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.563286,2025-11-08T14:11:25.563290
2509,Hyundai Discovery Ignition Coils,100949.35,Hyundai,Discovery,2005-2010,7,5,23,4.0L Diesel,HYU-68187,"High-quality Hyundai Discovery Ignition Coils for Hyundai Discovery, suitable for 2005-2010 models.",https://example.com/products/hyundai-discovery-ignition-coils,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.563536,2025-11-08T14:11:25.563539
2510,Mazda X5 All-Season,110599.61,Mazda,X5,2020-2024,6,10,45,2.0L,MAZ-97828,"High-quality Mazda X5 All-Season for Mazda X5, suitable for 2020-2024 models.",https://example.com/products/mazda-x5-all-season,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.563777,2025-11-08T14:11:25.563782
2511,Toyota Sorento Coolant,79912.93,Toyota,Sorento,2020-2024,6,7,33,1.3L,TOY-94948,"High-quality Toyota Sorento Coolant for Toyota Sorento, suitable for 2010-2015 models.",https://example.com/products/toyota-sorento-coolant,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.564050,2025-11-08T14:11:25.564054
2512,Mercedes-Benz Hilux Oil Pump,58522.84,Mercedes-Benz,Hilux,2020-2024,3,1,5,3.0L,MER-17201,"High-quality Mercedes-Benz Hilux Oil Pump for Mercedes-Benz Hilux, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-hilux-oil-pump,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.564287,2025-11-08T14:11:25.564290
2513,Mitsubishi Demio All-Season,81832.76,Mitsubishi,Demio,2020-2024,3,10,43,3.0L,MIT-61221,"High-quality Mitsubishi Demio All-Season for Mitsubishi Demio, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-demio-all-season,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.564521,2025-11-08T14:11:25.564524
2514,Subaru Demio Oil Pump,31413.75,Subaru,Demio,2010-2015,8,1,4,3.0L,SUB-29813,"High-quality Subaru Demio Oil Pump for Subaru Demio, suitable for 2020-2024 models.",https://example.com/products/subaru-demio-oil-pump,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.564755,2025-11-08T14:11:25.564758
2515,BMW Pajero Shock Absorbers,104608.05,BMW,Pajero,2015-2020,6,2,10,3.0L,BMW-59617,"High-quality BMW Pajero Shock Absorbers for BMW Pajero, suitable for 2015-2020 models.",https://example.com/products/bmw-pajero-shock-absorbers,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.565021,2025-11-08T14:11:25.565025
2516,Nissan Hilux Transmission Fluid,101881.86,Nissan,Hilux,2015-2020,8,7,31,1.5L,NIS-89465,"High-quality Nissan Hilux Transmission Fluid for Nissan Hilux, suitable for 2005-2010 models.",https://example.com/products/nissan-hilux-transmission-fluid,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.565274,2025-11-08T14:11:25.565278
2517,Land Rover Sorento Pistons,69451.22,Land Rover,Sorento,2010-2015,4,1,1,4.0L Diesel,LAN-80500,"High-quality Land Rover Sorento Pistons for Land Rover Sorento, suitable for 2010-2015 models.",https://example.com/products/land-rover-sorento-pistons,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.565511,2025-11-08T14:11:25.565514
2518,Hyundai Forester Stabilizer Links,72933.99,Hyundai,Forester,2020-2024,3,2,7,2.0L,HYU-92099,"High-quality Hyundai Forester Stabilizer Links for Hyundai Forester, suitable for 2010-2015 models.",https://example.com/products/hyundai-forester-stabilizer-links,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.565746,2025-11-08T14:11:25.565749
2519,Hyundai Hilux Brake Calipers,79945.53,Hyundai,Hilux,2020-2024,9,3,14,2.0L,HYU-36437,"High-quality Hyundai Hilux Brake Calipers for Hyundai Hilux, suitable for 2015-2020 models.",https://example.com/products/hyundai-hilux-brake-calipers,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.565990,2025-11-08T14:11:25.565995
2520,Mazda C-Class Performance,7346.18,Mazda,C-Class,2015-2020,6,10,43,3.0L,MAZ-22892,"High-quality Mazda C-Class Performance for Mazda C-Class, suitable for 2005-2010 models.",https://example.com/products/mazda-c-class-performance,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.566314,2025-11-08T14:11:25.566318
2521,Subaru Forester Transmission Fluid,24118.72,Subaru,Forester,2010-2015,3,7,32,4.0L Diesel,SUB-68342,"High-quality Subaru Forester Transmission Fluid for Subaru Forester, suitable for 2015-2020 models.",https://example.com/products/subaru-forester-transmission-fluid,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.566564,2025-11-08T14:11:25.566567
2522,Mitsubishi Tucson Stabilizer Links,113310.39,Mitsubishi,Tucson,2010-2015,8,2,7,2.0L,MIT-38915,"High-quality Mitsubishi Tucson Stabilizer Links for Mitsubishi Tucson, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-tucson-stabilizer-links,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.566826,2025-11-08T14:11:25.566829
2523,BMW Discovery Brake Fluid,33070.88,BMW,Discovery,2015-2020,7,7,32,2.4L,BMW-67840,"High-quality BMW Discovery Brake Fluid for BMW Discovery, suitable for 2020-2024 models.",https://example.com/products/bmw-discovery-brake-fluid,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.567089,2025-11-08T14:11:25.567095
2524,BMW Tucson Brake Shoes,100079.16,BMW,Tucson,2015-2020,5,3,12,2.0L,BMW-12841,"High-quality BMW Tucson Brake Shoes for BMW Tucson, suitable for 2010-2015 models.",https://example.com/products/bmw-tucson-brake-shoes,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.567349,2025-11-08T14:11:25.567353
2525,BMW Pajero Cabin Filter,40921.45,BMW,Pajero,2015-2020,7,6,26,4.0L Diesel,BMW-79970,"High-quality BMW Pajero Cabin Filter for BMW Pajero, suitable for 2005-2010 models.",https://example.com/products/bmw-pajero-cabin-filter,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.567632,2025-11-08T14:11:25.567636
2526,Mitsubishi Discovery Brake Calipers,86038.03,Mitsubishi,Discovery,2010-2015,7,3,11,3.0L,MIT-33504,"High-quality Mitsubishi Discovery Brake Calipers for Mitsubishi Discovery, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-discovery-brake-calipers,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.567889,2025-11-08T14:11:25.567895
2527,BMW Demio Oil Pump,82965.74,BMW,Demio,2010-2015,8,1,5,1.3L,BMW-45296,"High-quality BMW Demio Oil Pump for BMW Demio, suitable for 2010-2015 models.",https://example.com/products/bmw-demio-oil-pump,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.568143,2025-11-08T14:11:25.568146
2528,Subaru Sorento All-Season,24360.46,Subaru,Sorento,2015-2020,5,10,43,2.0L,SUB-35674,"High-quality Subaru Sorento All-Season for Subaru Sorento, suitable for 2020-2024 models.",https://example.com/products/subaru-sorento-all-season,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.568386,2025-11-08T14:11:25.568389
2529,Kia Discovery Phone Mounts,103311.42,Kia,Discovery,2015-2020,5,9,39,1.3L,KIA-27949,"High-quality Kia Discovery Phone Mounts for Kia Discovery, suitable for 2015-2020 models.",https://example.com/products/kia-discovery-phone-mounts,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.568627,2025-11-08T14:11:25.568630
2530,Mazda Demio Gaskets,64739.72,Mazda,Demio,2015-2020,1,1,4,2.0L,MAZ-22269,"High-quality Mazda Demio Gaskets for Mazda Demio, suitable for 2010-2015 models.",https://example.com/products/mazda-demio-gaskets,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.568864,2025-11-08T14:11:25.568867
2531,Mitsubishi Corolla Axle Boot,84599.22,Mitsubishi,Corolla,2015-2020,8,4,17,1.3L,MIT-45353,"High-quality Mitsubishi Corolla Axle Boot for Mitsubishi Corolla, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-corolla-axle-boot,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.569139,2025-11-08T14:11:25.569143
2532,Toyota Forester Headlights,50322.05,Toyota,Forester,2010-2015,8,8,37,4.0L Diesel,TOY-38797,"High-quality Toyota Forester Headlights for Toyota Forester, suitable for 2020-2024 models.",https://example.com/products/toyota-forester-headlights,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.569388,2025-11-08T14:11:25.569391
2533,Nissan Pajero Clutch Kit,5680.33,Nissan,Pajero,2015-2020,2,4,16,2.4L,NIS-16423,"High-quality Nissan Pajero Clutch Kit for Nissan Pajero, suitable for 2015-2020 models.",https://example.com/products/nissan-pajero-clutch-kit,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.569648,2025-11-08T14:11:25.569651
2534,Mercedes-Benz Demio Brake Discs,119160.02,Mercedes-Benz,Demio,2020-2024,5,3,14,4.0L Diesel,MER-37854,"High-quality Mercedes-Benz Demio Brake Discs for Mercedes-Benz Demio, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-demio-brake-discs,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.569939,2025-11-08T14:11:25.569943
2535,Mercedes-Benz Pajero Truck,73617.11,Mercedes-Benz,Pajero,2005-2010,1,10,46,3.0L,MER-75374,"High-quality Mercedes-Benz Pajero Truck for Mercedes-Benz Pajero, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-pajero-truck,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.570259,2025-11-08T14:11:25.570263
2536,Hyundai X5 Transmission Fluid,107151.67,Hyundai,X5,2010-2015,6,7,30,1.3L,HYU-88563,"High-quality Hyundai X5 Transmission Fluid for Hyundai X5, suitable for 2015-2020 models.",https://example.com/products/hyundai-x5-transmission-fluid,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.570608,2025-11-08T14:11:25.570612
2537,Toyota Hilux Coolant,19604.63,Toyota,Hilux,2015-2020,10,7,32,4.0L Diesel,TOY-91478,"High-quality Toyota Hilux Coolant for Toyota Hilux, suitable for 2005-2010 models.",https://example.com/products/toyota-hilux-coolant,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.570876,2025-11-08T14:11:25.570880
2538,Toyota Corolla All-Season,15223.04,Toyota,Corolla,2015-2020,6,10,44,2.0L,TOY-53489,"High-quality Toyota Corolla All-Season for Toyota Corolla, suitable for 2005-2010 models.",https://example.com/products/toyota-corolla-all-season,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.571158,2025-11-08T14:11:25.571161
2539,Toyota C-Class Bumpers,27966.61,Toyota,C-Class,2005-2010,9,8,36,1.8L,TOY-78671,"High-quality Toyota C-Class Bumpers for Toyota C-Class, suitable for 2015-2020 models.",https://example.com/products/toyota-c-class-bumpers,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.571412,2025-11-08T14:11:25.571416
2540,Toyota Tucson Control Arms,10005.24,Toyota,Tucson,2020-2024,5,2,6,2.4L,TOY-63171,"High-quality Toyota Tucson Control Arms for Toyota Tucson, suitable for 2015-2020 models.",https://example.com/products/toyota-tucson-control-arms,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.571656,2025-11-08T14:11:25.571659
2541,Mazda C-Class Shock Absorbers,34746.75,Mazda,C-Class,2010-2015,6,2,7,2.0L,MAZ-94636,"High-quality Mazda C-Class Shock Absorbers for Mazda C-Class, suitable for 2015-2020 models.",https://example.com/products/mazda-c-class-shock-absorbers,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.571891,2025-11-08T14:11:25.571894
2542,Mercedes-Benz Corolla Headlights,7442.38,Mercedes-Benz,Corolla,2005-2010,6,8,36,1.3L,MER-93776,"High-quality Mercedes-Benz Corolla Headlights for Mercedes-Benz Corolla, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-corolla-headlights,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.572126,2025-11-08T14:11:25.572129
2543,Hyundai Discovery Wiper Blades,59729.35,Hyundai,Discovery,2015-2020,7,9,41,1.3L,HYU-69087,"High-quality Hyundai Discovery Wiper Blades for Hyundai Discovery, suitable for 2005-2010 models.",https://example.com/products/hyundai-discovery-wiper-blades,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.572359,2025-11-08T14:11:25.572362
2544,Land Rover Hilux Motorbike,107951.28,Land Rover,Hilux,2010-2015,3,10,43,2.0L,LAN-79090,"High-quality Land Rover Hilux Motorbike for Land Rover Hilux, suitable for 2005-2010 models.",https://example.com/products/land-rover-hilux-motorbike,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.572594,2025-11-08T14:11:25.572597
2545,Kia C-Class Brake Fluid,52354.46,Kia,C-Class,2020-2024,2,7,30,1.3L,KIA-77811,"High-quality Kia C-Class Brake Fluid for Kia C-Class, suitable for 2005-2010 models.",https://example.com/products/kia-c-class-brake-fluid,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.572828,2025-11-08T14:11:25.572831
2546,Subaru Discovery Off-Road,70549.24,Subaru,Discovery,2010-2015,8,10,47,3.0L,SUB-78329,"High-quality Subaru Discovery Off-Road for Subaru Discovery, suitable for 2010-2015 models.",https://example.com/products/subaru-discovery-off-road,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.573063,2025-11-08T14:11:25.573066
2547,Land Rover Corolla Brake Shoes,104118.41,Land Rover,Corolla,2010-2015,2,3,14,1.8L,LAN-53625,"High-quality Land Rover Corolla Brake Shoes for Land Rover Corolla, suitable for 2010-2015 models.",https://example.com/products/land-rover-corolla-brake-shoes,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.573305,2025-11-08T14:11:25.573308
2548,Nissan X5 Ignition Coils,52082.89,Nissan,X5,2010-2015,9,5,23,2.4L,NIS-67636,"High-quality Nissan X5 Ignition Coils for Nissan X5, suitable for 2015-2020 models.",https://example.com/products/nissan-x5-ignition-coils,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.573577,2025-11-08T14:11:25.573580
2549,Mazda X5 Axle Boot,93029.49,Mazda,X5,2010-2015,4,4,18,1.8L,MAZ-76739,"High-quality Mazda X5 Axle Boot for Mazda X5, suitable for 2010-2015 models.",https://example.com/products/mazda-x5-axle-boot,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.573815,2025-11-08T14:11:25.573818
2550,Nissan Discovery Brake Fluid,41880.25,Nissan,Discovery,2005-2010,3,7,33,3.0L,NIS-15677,"High-quality Nissan Discovery Brake Fluid for Nissan Discovery, suitable for 2015-2020 models.",https://example.com/products/nissan-discovery-brake-fluid,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.574065,2025-11-08T14:11:25.574070
2551,Subaru C-Class Phone Mounts,73558.4,Subaru,C-Class,2005-2010,7,9,41,4.0L Diesel,SUB-37265,"High-quality Subaru C-Class Phone Mounts for Subaru C-Class, suitable for 2010-2015 models.",https://example.com/products/subaru-c-class-phone-mounts,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.574324,2025-11-08T14:11:25.574327
2552,Kia Demio Pistons,108361.64,Kia,Demio,2010-2015,9,1,2,2.0L,KIA-70558,"High-quality Kia Demio Pistons for Kia Demio, suitable for 2020-2024 models.",https://example.com/products/kia-demio-pistons,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.574562,2025-11-08T14:11:25.574565
2553,Kia Hilux Transmission Fluid,97793.22,Kia,Hilux,2010-2015,5,7,31,1.8L,KIA-18025,"High-quality Kia Hilux Transmission Fluid for Kia Hilux, suitable for 2010-2015 models.",https://example.com/products/kia-hilux-transmission-fluid,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.574818,2025-11-08T14:11:25.574821
2554,Subaru Hilux Car Mats,3019.14,Subaru,Hilux,2020-2024,5,9,41,4.0L Diesel,SUB-81351,"High-quality Subaru Hilux Car Mats for Subaru Hilux, suitable for 2010-2015 models.",https://example.com/products/subaru-hilux-car-mats,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.575062,2025-11-08T14:11:25.575065
2555,Land Rover Pajero Spark Plugs,77571.76,Land Rover,Pajero,2010-2015,10,1,5,2.0L,LAN-39328,"High-quality Land Rover Pajero Spark Plugs for Land Rover Pajero, suitable for 2020-2024 models.",https://example.com/products/land-rover-pajero-spark-plugs,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.575312,2025-11-08T14:11:25.575315
2556,Nissan C-Class Tail Lights,18974.5,Nissan,C-Class,2020-2024,2,8,37,3.0L,NIS-26812,"High-quality Nissan C-Class Tail Lights for Nissan C-Class, suitable for 2020-2024 models.",https://example.com/products/nissan-c-class-tail-lights,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.575563,2025-11-08T14:11:25.575566
2557,Toyota Corolla Drive Shaft,109119.5,Toyota,Corolla,2005-2010,10,4,16,1.3L,TOY-29192,"High-quality Toyota Corolla Drive Shaft for Toyota Corolla, suitable for 2010-2015 models.",https://example.com/products/toyota-corolla-drive-shaft,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.575801,2025-11-08T14:11:25.575804
2558,Hyundai Tucson Sensors,27951.24,Hyundai,Tucson,2005-2010,4,5,22,1.8L,HYU-98841,"High-quality Hyundai Tucson Sensors for Hyundai Tucson, suitable for 2020-2024 models.",https://example.com/products/hyundai-tucson-sensors,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.576040,2025-11-08T14:11:25.576044
2559,BMW Forester Bumpers,82148.05,BMW,Forester,2020-2024,2,8,37,1.3L,BMW-86357,"High-quality BMW Forester Bumpers for BMW Forester, suitable for 2020-2024 models.",https://example.com/products/bmw-forester-bumpers,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.576279,2025-11-08T14:11:25.576282
2560,Subaru Forester Cabin Filter,50289.56,Subaru,Forester,2020-2024,6,6,29,2.4L,SUB-15333,"High-quality Subaru Forester Cabin Filter for Subaru Forester, suitable for 2010-2015 models.",https://example.com/products/subaru-forester-cabin-filter,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.576516,2025-11-08T14:11:25.576519
